# Wordlist

# DATA
ID	CONCEPT	COUNTERPART	DOCULECT	COGID	TOKENS	IPA	ALIGNMENT
1116	*skaiθiz	sheath	English	306	ʃ iː θ	ʃiːθ	ʃ - iː θ -
1117	*skaiθiz	schede	Dutch	306	s x eː d ə	sxeːdə	s x eː d ə
#
278	*skalkaz	*skalkaz	Proto-Germanic	77	s k a l k	skalkaz	s k a l k
279	*skalkaz	Schalk	German	77	ʃ a l k	ʃalk	ʃ - a l k
280	*skalkaz	schalk	Dutch	77	s x ɑ l k	sxɑlk	s x ɑ l k
#
1079	*skamō	*skamō	Proto-Germanic	296	s k a m oː	skamoː	s k a m oː
1080	*skamō	Scham	German	296	ʃ aː m	ʃaːm	ʃ - aː m -
1081	*skamō	shame	English	296	ʃ eɪ m	ʃeɪm	ʃ - eɪ m -
#
1603	*skandō	*skandō	Proto-Germanic	440	s k a n d oː	skandoː	s k a n d oː
1604	*skandō	Schande	German	440	ʃ a n d ə	ʃandə	ʃ - a n d ə
1605	*skandō	schande	Dutch	440	s x ɑ n d ə	sxɑndə	s x ɑ n d ə
#
1717	*skankjanan	*skankjanan	Proto-Germanic	471	s k a n k j a n	skankjanan	s k a n k j a n
1718	*skankjanan	schenken	German	471	ʃ ɛ ŋ k ə n	ʃɛŋkən	ʃ - ɛ ŋ k - ə n
1719	*skankjanan	schenken	Dutch	471	s x ɛ ŋ k ə	sxɛŋkə	s x ɛ ŋ k - ə -
#
946	*skattaz	*skattaz	Proto-Germanic	260	s k a tt	skattaz	s k a tt
947	*skattaz	Schatz	German	260	ʃ a t͡s	ʃat͡s	ʃ - a t͡s
948	*skattaz	schat	Dutch	260	s x ɑ t	sxɑt	s x ɑ t
#
1284	*skawōjanan	*skawōjanan	Proto-Germanic	353	s k a w oː j a n	skawoːjanan	s k a w oː j a n
1285	*skawōjanan	schauen	German	353	ʃ auə n	ʃauən	ʃ - auə - - - - n
1286	*skawōjanan	show	English	353	ʃ əʊ	ʃəʊ	ʃ - əʊ - - - - -
1287	*skawōjanan	schouwen	Dutch	353	s x ɑu ʋ ə	sxɑuʋə	s x ɑu ʋ ə - - -
#
307	*skelduz	*skelduz	Proto-Germanic	86	s k e l d	skelduz	s k e l d
308	*skelduz	Schild	German	86	ʃ ɪ l t	ʃɪlt	ʃ - ɪ l t
309	*skelduz	shield	English	86	ʃ iː l d	ʃiːld	ʃ - iː l d
310	*skelduz	schild	Dutch	86	s x ɪ l t	sxɪlt	s x ɪ l t
#
961	*skellin)az	*skellin)az	Proto-Germanic	264	s k e ll i n	skellinaz	s k e ll i n
962	*skellin)az	Schilling	German	264	ʃ ɪ l ɪ ŋ	ʃɪlɪŋ	ʃ - ɪ l ɪ ŋ
963	*skellin)az	shilling	English	264	ʃ ɪ l ɪ ŋ	ʃɪlɪŋ	ʃ - ɪ l ɪ ŋ
#
1424	*skeranan	*skeranan	Proto-Germanic	390	s k e r a n	skeranan	s k e r a n
1425	*skeranan	scheren	German	390	ʃ eː r ə n	ʃeːrən	ʃ - eː r ə n
1426	*skeranan	shear	English	390	ʃ ɪə r	ʃɪər	ʃ - ɪə r - -
1427	*skeranan	scheren	Dutch	390	s x eː r ə	sxeːrə	s x eː r ə -
#
1439	*skeubanan	*skeubanan	Proto-Germanic	394	s k eu b a n	skeubanan	s k eu b a n
1440	*skeubanan	schieben	German	394	ʃ iː b ə n	ʃiːbən	ʃ - iː b ə n
1441	*skeubanan	shove	English	394	ʃ ʌ v	ʃʌv	ʃ - ʌ v - -
1442	*skeubanan	schuiven	Dutch	394	s x œy v ə	sxœyvə	s x œy v ə -
#
58	*skuldiz	*skuldiz	Proto-Germanic	17	s k u l d	skuldiz	s k u l d
59	*skuldiz	Schuld	German	17	ʃ ʊ l t	ʃʊlt	ʃ - ʊ l t
60	*skuldiz	schuld	Dutch	17	s x ʉ l t	sxʉlt	s x ʉ l t
#
1877	*skullōn	*skullōn	Proto-Germanic	515	s k u ll oː n	skulloːn	s k u ll oː n
1878	*skullōn	Scholle	German	515	ʃ ɔ l ə	ʃɔlə	ʃ - ɔ l ə -
1879	*skullōn	schol	Dutch	515	s x ɔ l	sxɔl	s x ɔ l - -
#
551	*skuman	*skuman	Proto-Germanic	151	s k u m	skuman	s k u m
552	*skuman	Schaum	German	151	ʃ au m	ʃaum	ʃ - au m
553	*skuman	schuim	Dutch	151	s x œy m	sxœym	s x œy m
#
94	*skēlō	*skēlō	Proto-Germanic	27	s k eː l oː	skeːloː	s k eː l oː
95	*skēlō	Schale	German	27	ʃ aː l ə	ʃaːlə	ʃ - aː l ə
96	*skēlō	schaal	Dutch	27	s x aː l	sxaːl	s x aː l -
#
1368	*skēpan	*skēpan	Proto-Germanic	375	s k eː p	skeːpan	s k eː p
1369	*skēpan	Schaf	German	375	ʃ aː f	ʃaːf	ʃ - aː f
1370	*skēpan	sheep	English	375	ʃ iː p	ʃiːp	ʃ - iː p
1371	*skēpan	schaap	Dutch	375	s x aː p	sxaːp	s x aː p
#
1219	*skībōn	*skībōn	Proto-Germanic	335	s k iː b oː n	skiːboːn	s k iː b oː n
1220	*skībōn	Scheibe	German	335	ʃ ai b ə	ʃaibə	ʃ - ai b ə -
1221	*skībōn	schijf	Dutch	335	s x ɛɪ f	sxɛɪf	s x ɛɪ f - -
#
1398	*skīnanan	*skīnanan	Proto-Germanic	383	s k iː n a n	skiːnanan	s k iː n a n
1399	*skīnanan	scheinen	German	383	ʃ ai n ə n	ʃainən	ʃ - ai n ə n
1400	*skīnanan	shine	English	383	ʃ aɪ n	ʃaɪn	ʃ - aɪ n - -
1401	*skīnanan	schijnen	Dutch	383	s x ɛɪ n ə	sxɛɪnə	s x ɛɪ n ə -
#
720	*skūflō	*skūflō	Proto-Germanic	198	s k uː f l oː	skuːfloː	s k uː f - l oː
721	*skūflō	Schaufel	German	198	ʃ au f ə l	ʃaufəl	ʃ - au f ə l -
722	*skūflō	shovel	English	198	ʃ ʌ v ḷ	ʃʌvḷ	ʃ - ʌ v ḷ - -
723	*skūflō	schoffel	Dutch	198	s x ɔ f ə l	sxɔfəl	s x ɔ f ə l -
#
1192	*skūrō	*skūrō	Proto-Germanic	327	s k uː r oː	skuːroː	s k uː r oː
1193	*skūrō	Schauer	German	327	ʃ auə r	ʃauər	ʃ - auə r -
1194	*skūrō	shower	English	327	ʃ aʊə r	ʃaʊər	ʃ - aʊə r -
#
1143	*slaxanan	*slaxanan	Proto-Germanic	314	s l a x a n	slaxanan	s l a x a n
1144	*slaxanan	schlagen	German	314	ʃ l aː ɡ ə n	ʃlaːɡən	ʃ l aː ɡ ə n
1145	*slaxanan	slay	English	314	s l eɪ	sleɪ	s l eɪ - - -
1146	*slaxanan	slaan	Dutch	314	s l aː n	slaːn	s l aː - - n
#
1665	*slēpanan	*slēpanan	Proto-Germanic	457	s l eː p a n	sleːpanan	s l eː p a n
1666	*slēpanan	schlafen	German	457	ʃ l aː f ə n	ʃlaːfən	ʃ l aː f ə n
1667	*slēpanan	sleep	English	457	s l iː p	sliːp	s l iː p - -
1668	*slēpanan	slapen	Dutch	457	s l aː p ə	slaːpə	s l aː p ə -
#
1909	*slīman	*slīman	Proto-Germanic	524	s l iː m	sliːman	s l iː m
1910	*slīman	Schleim	German	524	ʃ l ai m	ʃlaim	ʃ l ai m
1911	*slīman	slime	English	524	s l aɪ m	slaɪm	s l aɪ m
1912	*slīman	slijm	Dutch	524	s l ɛɪ m	slɛɪm	s l ɛɪ m
#
1600	*slīpanan	*slīpanan	Proto-Germanic	439	s l iː p a n	sliːpanan	s l iː p a n
1601	*slīpanan	schleifen	German	439	ʃ l ai f ə n	ʃlaifən	ʃ l ai f ə n
1602	*slīpanan	slijpen	Dutch	439	s l ɛɪ p ə	slɛɪpə	s l ɛɪ p ə -
#
1812	*smerwjanan	*smerwjanan	Proto-Germanic	497	s m e r w j a n	smerwjanan	s m e r w j a n
1813	*smerwjanan	schmieren	German	497	ʃ m iː r ə n	ʃmiːrən	ʃ m iː r - - ə n
1814	*smerwjanan	smear	English	497	s m ɪə r	smɪər	s m ɪə r - - - -
1815	*smerwjanan	smeren	Dutch	497	s m eː r ə	smeːrə	s m eː r - - ə -
#
1056	*snaigwaz	*snaigwaz	Proto-Germanic	290	s n ai g w	snaigwaz	s n ai g w
1057	*snaigwaz	Schnee	German	290	ʃ n eː	ʃneː	ʃ n eː - -
1058	*snaigwaz	snow	English	290	s n əʊ	snəʊ	s n əʊ - -
1059	*snaigwaz	sneeuw	Dutch	290	s n eː ʋ	sneːʋ	s n eː - ʋ
#
1206	*snīθanan	*snīθanan	Proto-Germanic	331	s n iː θ a n	sniːθanan	s n iː θ a n
1207	*snīθanan	schneiden	German	331	ʃ n ai d ə n	ʃnaidən	ʃ n ai d ə n
1208	*snīθanan	snijden	Dutch	331	s n ɛɪ d ə	snɛɪdə	s n ɛɪ d ə -
#
1777	*snōrō	*snōrō	Proto-Germanic	487	s n oː r oː	snoːroː	s n oː r oː
1778	*snōrō	Schnur	German	487	ʃ n uː r	ʃnuːr	ʃ n uː r -
1779	*snōrō	snoer	Dutch	487	s n uː r	snuːr	s n uː r -
#
1922	*spaldanan	*spaldanan	Proto-Germanic	528	s p a l d a n	spaldanan	s p a l d a n
1923	*spaldanan	spalten	German	528	ʃ p a l t ə n	ʃpaltən	ʃ p a l t ə n
1924	*spaldanan	spouwen	Dutch	528	s p ɑu ʋ ə	spɑuʋə	s p ɑu - ʋ ə -
#
522	*spangō	*spangō	Proto-Germanic	143	s p a n g oː	spangoː	s p a n g oː
523	*spangō	Spange	German	143	ʃ p a ŋ ə	ʃpaŋə	ʃ p a ŋ - ə
524	*spangō	spang	Dutch	143	s p ɑ ŋ	spɑŋ	s p ɑ ŋ - -
#
1356	*spannanan	*spannanan	Proto-Germanic	372	s p a nn a n	spannanan	s p a nn a n
1357	*spannanan	spannen	German	372	ʃ p a n ə n	ʃpanən	ʃ p a n ə n
1358	*spannanan	span	English	372	s p æ n	spæn	s p æ n - -
1359	*spannanan	spannen	Dutch	372	s p ɑ n ə	spɑnə	s p ɑ n ə -
#
568	*spannō	*spannō	Proto-Germanic	156	s p a nn oː	spannoː	s p a nn oː
569	*spannō	Spanne	German	156	ʃ p a n ə	ʃpanə	ʃ p a n ə
570	*spannō	span	English	156	s p æ n	spæn	s p æ n -
#
1229	*sparrōn	*sparrōn	Proto-Germanic	338	s p a rr oː n	sparroːn	s p a rr oː n
1230	*sparrōn	Sparren	German	338	ʃ p a r ə n	ʃparən	ʃ p a r ə n
1231	*sparrōn	spar	English	338	s p ɑː r	spɑːr	s p ɑː r - -
1232	*sparrōn	spar	Dutch	338	s p ɑ r	spɑr	s p ɑ r - -
#
832	*sparēnan	*sparēnan	Proto-Germanic	229	s p a r eː n	spareːnan	s p a r eː n
833	*sparēnan	sparen	German	229	ʃ p aː r ə n	ʃpaːrən	ʃ p aː r ə n
834	*sparēnan	spare	English	229	s p ɛə r	spɛər	s p ɛə r - -
835	*sparēnan	sparen	Dutch	229	s p aː r ə	spaːrə	s p aː r ə -
#
300	*spennanan	*spennanan	Proto-Germanic	84	s p e nn a n	spennanan	s p e nn a n
301	*spennanan	spinnen	German	84	ʃ p ɪ n ə n	ʃpɪnən	ʃ p ɪ n ə n
302	*spennanan	spin	English	84	s p ɪ n	spɪn	s p ɪ n - -
303	*spennanan	spinnen	Dutch	84	s p ɪ n ə	spɪnə	s p ɪ n ə -
#
178	*spennilō	*spennilō	Proto-Germanic	51	s p e nn i l oː	spenniloː	s p e nn - i l oː
179	*spennilō	Spindel	German	51	ʃ p ɪ n d ə l	ʃpɪndəl	ʃ p ɪ n d ə l -
180	*spennilō	spindle	English	51	s p ɪ n d ḷ	spɪndḷ	s p ɪ n d ḷ - -
181	*spennilō	spil	Dutch	51	s p ɪ l	spɪl	s p ɪ - - - l -
#
364	*speru	*speru	Proto-Germanic	101	s p e r u	speru	s p e r u
365	*speru	Speer	German	101	ʃ p eː r	ʃpeːr	ʃ p eː r -
366	*speru	spear	English	101	s p ɪə r	spɪər	s p ɪə r -
367	*speru	speer	Dutch	101	s p eː r	speːr	s p eː r -
#
1023	*spikan	*spikan	Proto-Germanic	281	s p i k	spikan	s p i k
1024	*spikan	Speck	German	281	ʃ p ɛ k	ʃpɛk	ʃ p ɛ k
1025	*spikan	spek	Dutch	281	s p ɛ k	spɛk	s p ɛ k
#
1706	*spixtaz	*spixtaz	Proto-Germanic	468	s p i x t	spixtaz	s p i x t
1707	*spixtaz	Specht	German	468	ʃ p ɛ x t	ʃpɛxt	ʃ p ɛ x t
1708	*spixtaz	specht	Dutch	468	s p ɛ x t	spɛxt	s p ɛ x t
#
1501	*spraidjanan	*spraidjanan	Proto-Germanic	412	s p r ai d j a n	spraidjanan	s p r ai d j a n
1502	*spraidjanan	spreiten	German	412	ʃ p r ai t ə n	ʃpraitən	ʃ p r ai t - ə n
1503	*spraidjanan	spread	English	412	s p r ɛ d	sprɛd	s p r ɛ d - - -
1504	*spraidjanan	spreiden	Dutch	412	s p r ɛɪ d ə	sprɛɪdə	s p r ɛɪ d - ə -
#
68	*spuran	*spuran	Proto-Germanic	20	s p u r	spuran	s p u r -
69	*spuran	Sporn	German	20	ʃ p ɔ r n	ʃpɔrn	ʃ p ɔ r n
70	*spuran	spur	English	20	s p ɜː r	spɜːr	s p ɜː r -
71	*spuran	spoor	Dutch	20	s p oː r	spoːr	s p oː r -
#
414	*spēnuz	*spēnuz	Proto-Germanic	114	s p eː n	speːnuz	s p eː n
415	*spēnuz	Span	German	114	ʃ p aː n	ʃpaːn	ʃ p aː n
416	*spēnuz	spoon	English	114	s p uː n	spuːn	s p uː n
417	*spēnuz	spaan	Dutch	114	s p aː n	spaːn	s p aː n
#
1402	*stabiz	*stabiz	Proto-Germanic	384	s t a b	stabiz	s t a b
1403	*stabiz	Stab	German	384	ʃ t aː p	ʃtaːp	ʃ t aː p
1404	*stabiz	staff	English	384	s t ɑː f	stɑːf	s t ɑː f
1405	*stabiz	staf	Dutch	384	s t ɑ f	stɑf	s t ɑ f
#
1413	*stainaz	*stainaz	Proto-Germanic	387	s t ai n	stainaz	s t ai n
1414	*stainaz	Stein	German	387	ʃ t ai n	ʃtain	ʃ t ai n
1415	*stainaz	stone	English	387	s t əʊ n	stəʊn	s t əʊ n
1416	*stainaz	steen	Dutch	387	s t eː n	steːn	s t eː n
#
843	*stallaz	*stallaz	Proto-Germanic	232	s t a ll	stallaz	s t a ll
844	*stallaz	Stall	German	232	ʃ t a l	ʃtal	ʃ t a l
845	*stallaz	stal	Dutch	232	s t ɑ l	stɑl	s t ɑ l
#
1624	*stamnaz	*stamnaz	Proto-Germanic	446	s t a m n	stamnaz	s t a m n
1625	*stamnaz	Stamm	German	446	ʃ t a m	ʃtam	ʃ t a m -
1626	*stamnaz	stem	English	446	s t ɛ m	stɛm	s t ɛ m -
1627	*stamnaz	stam	Dutch	446	s t ɑ m	stɑm	s t ɑ m -
#
738	*stangō	*stangō	Proto-Germanic	203	s t a n g oː	stangoː	s t a n g oː
739	*stangō	Stange	German	203	ʃ t a ŋ ə	ʃtaŋə	ʃ t a ŋ - ə
740	*stangō	stang	Dutch	203	s t ɑ ŋ	stɑŋ	s t ɑ ŋ - -
#
825	*stebnō	*stebnō	Proto-Germanic	227	s t e b n oː	stebnoː	s t e b n oː
826	*stebnō	Stimme	German	227	ʃ t ɪ m ə	ʃtɪmə	ʃ t ɪ - m ə
827	*stebnō	stem	Dutch	227	s t ɛ m	stɛm	s t ɛ - m -
#
1167	*stekanan	*stekanan	Proto-Germanic	320	s t e k a n	stekanan	s t e k a n
1168	*stekanan	stechen	German	320	ʃ t ɛ x ə n	ʃtɛxən	ʃ t ɛ x ə n
1169	*stekanan	steken	Dutch	320	s t eː k ə	steːkə	s t eː k ə -
#
457	*stelanan	*stelanan	Proto-Germanic	126	s t e l a n	stelanan	s t e l a n
458	*stelanan	stehlen	German	126	ʃ t eː l ə n	ʃteːlən	ʃ t eː l ə n
459	*stelanan	steal	English	126	s t iː l	stiːl	s t iː l - -
460	*stelanan	stelen	Dutch	126	s t eː l ə	steːlə	s t eː l ə -
#
1394	*stelljanan	*stelljanan	Proto-Germanic	382	s t e ll j a n	stelljanan	s t e ll j a n
1395	*stelljanan	stillen	German	382	ʃ t ɪ l ə n	ʃtɪlən	ʃ t ɪ l - ə n
1396	*stelljanan	still	English	382	s t ɪ l	stɪl	s t ɪ l - - -
1397	*stelljanan	stillen	Dutch	382	s t ɪ l ə	stɪlə	s t ɪ l - ə -
#
446	*steltjōn	*steltjōn	Proto-Germanic	123	s t e l t j oː n	steltjoːn	s t e l t j oː n
447	*steltjōn	Stelze	German	123	ʃ t ɛ l t͡s ə	ʃtɛlt͡sə	ʃ t ɛ l t͡s - ə -
448	*steltjōn	stilt	English	123	s t ɪ l t	stɪlt	s t ɪ l t - - -
449	*steltjōn	stelt	Dutch	123	s t ɛ l t	stɛlt	s t ɛ l t - - -
#
319	*sterbanan	*sterbanan	Proto-Germanic	89	s t e r b a n	sterbanan	s t e r b a n
320	*sterbanan	sterben	German	89	ʃ t ɛ r b ə n	ʃtɛrbən	ʃ t ɛ r b ə n
321	*sterbanan	starve	English	89	s t ɑː v	stɑːv	s t ɑː - v - -
322	*sterbanan	sterven	Dutch	89	s t ɛ r v ə	stɛrvə	s t ɛ r v ə -
#
27	*stertaz	*stertaz	Proto-Germanic	8	s t e r t	stertaz	s t e r t
28	*stertaz	Sterz	German	8	ʃ t ɛ r t͡s	ʃtɛrt͡s	ʃ t ɛ r t͡s
29	*stertaz	start	English	8	s t ɑː t	stɑːt	s t ɑː - t
30	*stertaz	staart	Dutch	8	s t aː r t	staːrt	s t aː r t
#
270	*steuran	*steuran	Proto-Germanic	75	s t eu r	steuran	s t eu r
271	*steuran	Steuer	German	75	ʃ t ɔyə r	ʃtɔyər	ʃ t ɔyə r
272	*steuran	to	English	75	t uː	tuː	- t uː -
273	*steuran	stuur	Dutch	75	s t yː r	styːr	s t yː r
#
730	*strakkjanan	*strakkjanan	Proto-Germanic	201	s t r a kk j a n	strakkjanan	s t r a kk j a n
731	*strakkjanan	strecken	German	201	ʃ t r ɛ k ə n	ʃtrɛkən	ʃ t r ɛ k - ə n
732	*strakkjanan	stretch	English	201	s t r ɛ ʧ	strɛʧ	s t r ɛ ʧ - - -
733	*strakkjanan	strekken	Dutch	201	s t r ɛ k ə	strɛkə	s t r ɛ k - ə -
#
492	*strangiz	*strangiz	Proto-Germanic	135	s t r a n g	strangiz	s t r a n g
493	*strangiz	Strang	German	135	ʃ t r a ŋ	ʃtraŋ	ʃ t r a ŋ -
494	*strangiz	string	English	135	s t r ɪ ŋ	strɪŋ	s t r ɪ ŋ -
495	*strangiz	streng	Dutch	135	s t r ɛ ŋ	strɛŋ	s t r ɛ ŋ -
#
1360	*straumaz	*straumaz	Proto-Germanic	373	s t r au m	straumaz	s t r au m
1361	*straumaz	Strom	German	373	ʃ t r oː m	ʃtroːm	ʃ t r oː m
1362	*straumaz	stream	English	373	s t r iː m	striːm	s t r iː m
1363	*straumaz	stroom	Dutch	373	s t r oː m	stroːm	s t r oː m
#
1252	*strawan	*strawan	Proto-Germanic	344	s t r a w	strawan	s t r a w
1253	*strawan	Stroh	German	344	ʃ t r oː	ʃtroː	ʃ t r oː -
1254	*strawan	straw	English	344	s t r ɔː	strɔː	s t r ɔː -
1255	*strawan	stro	Dutch	344	s t r oː	stroː	s t r oː -
#
356	*strawjanan	*strawjanan	Proto-Germanic	99	s t r a w j a n	strawjanan	s t r a w j a n
357	*strawjanan	streuen	German	99	ʃ t r ɔyə n	ʃtrɔyən	ʃ t r ɔyə - - - n
358	*strawjanan	strew	English	99	s t r uː	struː	s t r uː - - - -
359	*strawjanan	strooien	Dutch	99	s t r oː j ə	stroːjə	s t r oː - j ə -
#
1899	*stukkaz	*stukkaz	Proto-Germanic	521	s t u kk	stukkaz	s t u kk
1900	*stukkaz	Stock	German	521	ʃ t ɔ k	ʃtɔk	ʃ t ɔ k
1901	*stukkaz	stock	English	521	s t ɔ k	stɔk	s t ɔ k
1902	*stukkaz	stok	Dutch	521	s t ɔ k	stɔk	s t ɔ k
#
592	*sturkaz	*sturkaz	Proto-Germanic	163	s t u r k	sturkaz	s t u r k
593	*sturkaz	Storch	German	163	ʃ t ɔ r x	ʃtɔrx	ʃ t ɔ r x
594	*sturkaz	stork	English	163	s t ɔː k	stɔːk	s t ɔː - k
#
669	*sturmaz	*sturmaz	Proto-Germanic	184	s t u r m	sturmaz	s t u r m
670	*sturmaz	Sturm	German	184	ʃ t ʊ r m	ʃtʊrm	ʃ t ʊ r m
671	*sturmaz	storm	English	184	s t ɔː m	stɔːm	s t ɔː - m
672	*sturmaz	storm	Dutch	184	s t ɔ r m	stɔrm	s t ɔ r m
#
540	*stēnan	*stēnan	Proto-Germanic	148	s t eː n	steːnan	s t eː n
541	*stēnan	stehen	German	148	ʃ t eːə n	ʃteːən	ʃ t eːə n
542	*stēnan	staan	Dutch	148	s t aː n	staːn	s t aː n
#
439	*stīganan	*stīganan	Proto-Germanic	121	s t iː g a n	stiːganan	s t iː g a n
440	*stīganan	steigen	German	121	ʃ t ai ɡ ə n	ʃtaiɡən	ʃ t ai ɡ ə n
441	*stīganan	stijgen	Dutch	121	s t ɛɪ ɣ ə	stɛɪɣə	s t ɛɪ ɣ ə -
#
605	*stōdan	*stōdan	Proto-Germanic	167	s t oː d	stoːdan	s t oː d -
606	*stōdan	Stute	German	167	ʃ t uː t ə	ʃtuːtə	ʃ t uː t ə
607	*stōdan	stud	English	167	s t ʌ d	stʌd	s t ʌ d -
#
1892	*stōlaz	*stōlaz	Proto-Germanic	519	s t oː l	stoːlaz	s t oː l
1893	*stōlaz	Stuhl	German	519	ʃ t uː l	ʃtuːl	ʃ t uː l
1894	*stōlaz	stool	English	519	s t uː l	stuːl	s t uː l
1895	*stōlaz	stoel	Dutch	519	s t uː l	stuːl	s t uː l
#
1869	*sumeraz	*sumeraz	Proto-Germanic	513	s u m e r	sumeraz	s u m e r
1870	*sumeraz	Sommer	German	513	z ɔ m ə r	zɔmər	z ɔ m ə r
1871	*sumeraz	summer	English	513	s ʌ m ə r	sʌmər	s ʌ m ə r
1872	*sumeraz	zomer	Dutch	513	z oː m ə r	zoːmər	z oː m ə r
#
1653	*sundrōjanan	*sundrōjanan	Proto-Germanic	454	s u n d r oː j a n	sundroːjanan	- - s u n d r oː j a n
1654	*sundrōjanan	sondern	German	454	z ɔ n d ə r n	zɔndərn	- - z ɔ n d - ə r - n
1655	*sundrōjanan	sunder	English	454	s ʌ n d ə r	sʌndər	- - s ʌ n d - ə r - -
1656	*sundrōjanan	afzonderen	Dutch	454	ɑ f s ɔ n d ə r ə	ɑfsɔndərə	ɑ f s ɔ n d - ə r ə -
#
1755	*sunnōn	*sunnōn	Proto-Germanic	481	s u nn oː n	sunnoːn	s u nn oː n
1756	*sunnōn	Sonne	German	481	z ɔ n ə	zɔnə	z ɔ n ə -
1757	*sunnōn	sun	English	481	s ʌ n	sʌn	s ʌ n - -
1758	*sunnōn	zon	Dutch	481	z ɔ n	zɔn	z ɔ n - -
#
690	*sunuz	*sunuz	Proto-Germanic	190	s u n	sunuz	s u n
691	*sunuz	Sohn	German	190	z oː n	zoːn	z oː n
692	*sunuz	zoon	Dutch	190	z oː n	zoːn	z oː n
#
1097	*surgō	*surgō	Proto-Germanic	301	s u r g oː	surgoː	s u r g oː
1098	*surgō	Sorge	German	301	z ɔ r ɡ ə	zɔrɡə	z ɔ r ɡ ə
1099	*surgō	sorrow	English	301	s ɔ r əʊ	sɔrəʊ	s ɔ r - əʊ
1100	*surgō	zorg	Dutch	301	z ɔ r x	zɔrx	z ɔ r x -
#
1458	*suxtiz	*suxtiz	Proto-Germanic	399	s u x t	suxtiz	s u x t
1459	*suxtiz	Sucht	German	399	z ʊ x t	zʊxt	z ʊ x t
1460	*suxtiz	zucht	Dutch	399	z ʉ x t	zʉxt	z ʉ x t
#
1280	*swalgwōn	*swalgwōn	Proto-Germanic	352	s w a l g w oː n	swalgwoːn	s w a l g w oː n
1281	*swalgwōn	Schwalbe	German	352	ʃ v a l b ə	ʃvalbə	ʃ v a l - b ə -
1282	*swalgwōn	swallow	English	352	s ʋ ɔ l əʊ	sʋɔləʊ	s ʋ ɔ l - - əʊ -
1283	*swalgwōn	zwaluw	Dutch	352	z ʋ aː l yː ʋ	zʋaːlyːʋ	z ʋ aː l - - yː ʋ
#
1628	*swanaz	*swanaz	Proto-Germanic	447	s w a n	swanaz	s w a n
1629	*swanaz	Schwan	German	447	ʃ v aː n	ʃvaːn	ʃ v aː n
1630	*swanaz	swan	English	447	s ʋ ɔ n	sʋɔn	s ʋ ɔ n
#
1903	*swangwjanan	*swangwjanan	Proto-Germanic	522	s w a n g w j a n	swangwjanan	s w a n g w j a n
1904	*swangwjanan	schwenken	German	522	ʃ v ɛ ŋ k ə n	ʃvɛŋkən	ʃ v ɛ ŋ k - - ə n
1905	*swangwjanan	zwenken	Dutch	522	z ʋ ɛ ŋ k ə	zʋɛŋkə	z ʋ ɛ ŋ k - - ə -
#
677	*swellanan	*swellanan	Proto-Germanic	186	s w e ll a n	swellanan	s w e ll a n
678	*swellanan	schwellen	German	186	ʃ v ɛ l ə n	ʃvɛlən	ʃ v ɛ l ə n
679	*swellanan	swell	English	186	s ʋ ɛ l	sʋɛl	s ʋ ɛ l - -
#
982	*swemmanan	*swemmanan	Proto-Germanic	270	s w e mm a n	swemmanan	s w e mm a n
983	*swemmanan	schwimmen	German	270	ʃ v ɪ m ə n	ʃvɪmən	ʃ v ɪ m ə n
984	*swemmanan	swim	English	270	s ʋ ɪ m	sʋɪm	s ʋ ɪ m - -
985	*swemmanan	zwemmen	Dutch	270	z ʋ ɛ m ə	zʋɛmə	z ʋ ɛ m ə -
#
206	*swerdan	*swerdan	Proto-Germanic	58	s w e r d	swerdan	s w e r d
207	*swerdan	Schwert	German	58	ʃ v eː r t	ʃveːrt	ʃ v eː r t
208	*swerdan	sword	English	58	s ɔː d	sɔːd	s - ɔː - d
209	*swerdan	zwaard	Dutch	58	z ʋ aː r t	zʋaːrt	z ʋ aː r t
#
1052	*swestēr	*swestēr	Proto-Germanic	289	s w e s t eː r	swesteːr	s w e s t eː r
1053	*swestēr	Schwester	German	289	ʃ v ɛ s t ə r	ʃvɛstər	ʃ v ɛ s t ə r
1054	*swestēr	sister	English	289	s ɪ s t ə r	sɪstər	s - ɪ s t ə r
1055	*swestēr	zuster	Dutch	289	z ʉ s t ə r	zʉstər	z - ʉ s t ə r
#
1075	*swīnan	*swīnan	Proto-Germanic	295	s w iː n	swiːnan	s w iː n
1076	*swīnan	Schwein	German	295	ʃ v ai n	ʃvain	ʃ v ai n
1077	*swīnan	swine	English	295	s ʋ aɪ n	sʋaɪn	s ʋ aɪ n
1078	*swīnan	zwijn	Dutch	295	z ʋ ɛɪ n	zʋɛɪn	z ʋ ɛɪ n
#
229	*sīdōn	*sīdōn	Proto-Germanic	64	s iː d oː n	siːdoːn	s iː d oː n
230	*sīdōn	Seite	German	64	z ai t ə	zaitə	z ai t ə -
231	*sīdōn	side	English	64	s aɪ d	saɪd	s aɪ d - -
#
104	*sōkjanan	*sōkjanan	Proto-Germanic	30	s oː k j a n	soːkjanan	s oː k j a n
105	*sōkjanan	suchen	German	30	z uː x ə n	zuːxən	z uː x - ə n
106	*sōkjanan	seek	English	30	s iː k	siːk	s iː k - - -
107	*sōkjanan	zoeken	Dutch	30	z uː k ə	zuːkə	z uː k - ə -
#
1498	*sūganan	*sūganan	Proto-Germanic	411	s uː g a n	suːganan	s uː g a n
1499	*sūganan	saugen	German	411	z au ɡ ə n	zauɡən	z au ɡ ə n
