# Wordlist

# DATA
ID	DOCULECT	CONCEPT	COUNTERPART	IPA	TOKENS	COGID	ALIGNMENT
1323	German	*saiwalō	Seele	zeːlə	z eː l ə	363	z eː - - l ə
1324	English	*saiwalō	soul	səʊl	s əʊ l	363	s əʊ - - l -
1325	Dutch	*saiwalō	ziel	ziːl	z iː l	363	z iː - - l -
#
135	Proto-Germanic	*sakō	*sakō	sakoː	s a k oː	38	s a k oː
136	German	*sakō	Sache	zaxə	z a x ə	38	z a x ə
137	English	*sakō	sake	sɑːkɪ	s ɑː k ɪ	38	s ɑː k ɪ
138	Dutch	*sakō	zaak	zaːk	z aː k	38	z aː k -
#
331	Proto-Germanic	*salbō	*salbō	salboː	s a l b oː	92	s a l b oː
332	German	*salbō	Salbe	zalbə	z a l b ə	92	z a l b ə
333	English	*salbō	salve	sælv	s æ l v	92	s æ l v -
334	Dutch	*salbō	zalf	zɑlf	z ɑ l f	92	z ɑ l f -
#
1535	Proto-Germanic	*saliz	*saliz	saliz	s a l i z	421	s a l i z
1536	German	*saliz	Saal	zaːl	z aː l	421	z aː l - -
1537	Dutch	*saliz	zaal	zaːl	z aː l	421	z aː l - -
#
1212	Proto-Germanic	*saltan	*saltan	saltan	s a l t a n	333	s a l t a n
1213	German	*saltan	Salz	zalt͡s	z a l t͡s	333	z a l t͡s - -
1214	English	*saltan	salt	sɔːlt	s ɔː l t	333	s ɔː l t - -
1215	Dutch	*saltan	zout	zɑut	z ɑu t	333	z ɑu - t - -
#
1378	Proto-Germanic	*sandjanan	*sandjanan	sandjanan	s a n d j a n a n	378	s a n d j a n a n
1379	German	*sandjanan	senden	zɛndən	z ɛ n d ə n	378	z ɛ n d - - - ə n
1380	English	*sandjanan	send	sɛnd	s ɛ n d	378	s ɛ n d - - - - -
1381	Dutch	*sandjanan	zenden	zɛndə	z ɛ n d ə	378	z ɛ n d - - - ə -
#
1606	Proto-Germanic	*sangjanan	*sangjanan	sangjanan	s a n g j a n a n	441	s a n g j a n a n
1607	German	*sangjanan	sengen	zɛŋən	z ɛ ŋ ə n	441	z ɛ ŋ - - - - ə n
1608	English	*sangjanan	singe	sɪnʤ	s ɪ n ʤ	441	s ɪ n ʤ - - - - -
1609	Dutch	*sangjanan	zengen	zɛŋə	z ɛ ŋ ə	441	z ɛ ŋ - - - - ə -
#
974	Proto-Germanic	*sapōn	*sapōn	sapoːn	s a p oː n	268	s a p oː n
975	German	*sapōn	Saft	zaft	z a f t	268	z a f - t
976	English	*sapōn	sap	sæp	s æ p	268	s æ p - -
977	Dutch	*sapōn	sap	sɑp	s ɑ p	268	s ɑ p - -
#
1816	Proto-Germanic	*satjanan	*satjanan	satjanan	s a t j a n a n	498	s a t j a n a n
1817	German	*satjanan	setzen	zɛt͡sən	z ɛ t͡s ə n	498	z ɛ t͡s - - - ə n
1818	English	*satjanan	set	sɛt	s ɛ t	498	s ɛ t - - - - -
1819	Dutch	*satjanan	zetten	zɛtə	z ɛ t ə	498	z ɛ t - - - ə -
#
511	Proto-Germanic	*saumaz	*saumaz	saumaz	s au m a z	140	s au m a z
512	German	*saumaz	Saum	zaum	z au m	140	z au m - -
513	English	*saumaz	seam	siːm	s iː m	140	s iː m - -
514	Dutch	*saumaz	zoom	zoːm	z oː m	140	z oː m - -
#
174	Proto-Germanic	*sebun	*sebun	sebun	s e b u n	50	s e b u n
175	German	*sebun	sieben	ziːbən	z iː b ə n	50	z iː b ə n
176	English	*sebun	seven	sɛvṇ	s ɛ v ṇ	50	s ɛ v ṇ -
177	Dutch	*sebun	zeven	zeːvə	z eː v ə	50	z eː v ə -
#
1111	Proto-Germanic	*seduz	*seduz	seduz	s e d u z	305	s e d u z
1112	German	*seduz	Sitte	zɪtə	z ɪ t ə	305	z ɪ t ə -
1113	Dutch	*seduz	zede	zeːdə	z eː d ə	305	z eː d ə -
#
724	Proto-Germanic	*segez	*segez	segez	s e g e z	199	s e g e z
725	German	*segez	Sieg	ziːk	z iː k	199	z iː k - -
726	Dutch	*segez	zege	zeːɣə	z eː ɣ ə	199	z eː ɣ ə -
#
938	Proto-Germanic	*seglan	*seglan	seglan	s e g l a n	258	s e g - l a n
939	German	*seglan	Segel	zeːɡəl	z eː ɡ ə l	258	z eː ɡ ə l - -
940	English	*seglan	sail	seɪl	s eɪ l	258	s eɪ - - l - -
941	Dutch	*seglan	zeil	zɛɪl	z ɛɪ l	258	z ɛɪ - - l - -
#
1566	Proto-Germanic	*sengwanan	*sengwanan	sengwanan	s e n g w a n a n	430	s e n g w a n a n
1567	German	*sengwanan	singen	zɪŋən	z ɪ ŋ ə n	430	z ɪ - - - - ŋ ə n
1568	English	*sengwanan	sing	sɪŋ	s ɪ ŋ	430	s ɪ - - - - - - ŋ
1569	Dutch	*sengwanan	zingen	zɪŋə	z ɪ ŋ ə	430	z ɪ - - - - ŋ ə -
#
1188	Proto-Germanic	*setjanan	*setjanan	setjanan	s e t j a n a n	326	s e t j a n a n
1189	German	*setjanan	sitzen	zɪt͡sən	z ɪ t͡s ə n	326	z ɪ t͡s - - - ə n
1190	English	*setjanan	sit	sɪt	s ɪ t	326	s ɪ t - - - - -
1191	Dutch	*setjanan	zitten	zɪtə	z ɪ t ə	326	z ɪ t - - - ə -
#
1159	Proto-Germanic	*sexs	*sexs	sexs	s e x s	318	s e x s
1160	German	*sexs	sechs	zɛks	z ɛ k s	318	z ɛ k s
1161	English	*sexs	six	sɪks	s ɪ k s	318	s ɪ k s
1162	Dutch	*sexs	zes	zɛs	z ɛ s	318	z ɛ - s
#
1747	Proto-Germanic	*sibaz	*sibaz	sibaz	s i b a z	479	s i b a z
1748	German	*sibaz	Sieb	ziːp	z iː p	479	z iː p - -
1749	English	*sibaz	sieve	sɪv	s ɪ v	479	s ɪ v - -
1750	Dutch	*sibaz	zeef	zeːf	z eː f	479	z eː f - -
#
1858	Proto-Germanic	*skaftan	*skaftan	skaftan	s k a f t a n	510	s k a f t a n
1859	German	*skaftan	Schaft	ʃaft	ʃ a f t	510	ʃ - a f t - -
1860	English	*skaftan	shaft	ʃɑːft	ʃ ɑː f t	510	ʃ - ɑː f t - -
1861	Dutch	*skaftan	schacht	sxɑxt	s x ɑ x t	510	s x ɑ x t - -
#
1114	Proto-Germanic	*skaiθiz	*skaiθiz	skaiθiz	s k ai θ i z	306	s k ai θ i z
1115	German	*skaiθiz	Scheide	ʃaidə	ʃ ai d ə	306	ʃ - ai d ə -
1116	English	*skaiθiz	sheath	ʃiːθ	ʃ iː θ	306	ʃ - iː θ - -
1117	Dutch	*skaiθiz	schede	sxeːdə	s x eː d ə	306	s x eː d ə -
#
278	Proto-Germanic	*skalkaz	*skalkaz	skalkaz	s k a l k a z	77	s k a l k a z
279	German	*skalkaz	Schalk	ʃalk	ʃ a l k	77	ʃ - a l k - -
280	Dutch	*skalkaz	schalk	sxɑlk	s x ɑ l k	77	s x ɑ l k - -
#
1079	Proto-Germanic	*skamō	*skamō	skamoː	s k a m oː	296	s k a m oː
1080	German	*skamō	Scham	ʃaːm	ʃ aː m	296	ʃ - aː m -
1081	English	*skamō	shame	ʃeɪm	ʃ eɪ m	296	ʃ - eɪ m -
#
1603	Proto-Germanic	*skandō	*skandō	skandoː	s k a n d oː	440	s k a n d oː
1604	German	*skandō	Schande	ʃandə	ʃ a n d ə	440	ʃ - a n d ə
1605	Dutch	*skandō	schande	sxɑndə	s x ɑ n d ə	440	s x ɑ n d ə
#
1717	Proto-Germanic	*skankjanan	*skankjanan	skankjanan	s k a n k j a n a n	471	s k a n k j a n a n
1718	German	*skankjanan	schenken	ʃɛŋkən	ʃ ɛ ŋ k ə n	471	ʃ - ɛ ŋ k - - - ə n
1719	Dutch	*skankjanan	schenken	sxɛŋkə	s x ɛ ŋ k ə	471	s x ɛ ŋ k - - - ə -
#
946	Proto-Germanic	*skattaz	*skattaz	skattaz	s k a tt a z	260	s k a tt a z
947	German	*skattaz	Schatz	ʃat͡s	ʃ a t͡s	260	ʃ - a t͡s - -
948	Dutch	*skattaz	schat	sxɑt	s x ɑ t	260	s x ɑ t - -
#
1284	Proto-Germanic	*skawōjanan	*skawōjanan	skawoːjanan	s k a w oː j a n a n	353	s k a w oː j a n a n
1285	German	*skawōjanan	schauen	ʃauən	ʃ auə n	353	ʃ - auə - - - - - - n
1286	English	*skawōjanan	show	ʃəʊ	ʃ əʊ	353	ʃ - əʊ - - - - - - -
1287	Dutch	*skawōjanan	schouwen	sxɑuʋə	s x ɑu ʋ ə	353	s x ɑu ʋ ə - - - - -
#
307	Proto-Germanic	*skelduz	*skelduz	skelduz	s k e l d u z	86	s k e l d u z
308	German	*skelduz	Schild	ʃɪlt	ʃ ɪ l t	86	ʃ - ɪ l t - -
309	English	*skelduz	shield	ʃiːld	ʃ iː l d	86	ʃ - iː l d - -
310	Dutch	*skelduz	schild	sxɪlt	s x ɪ l t	86	s x ɪ l t - -
#
961	Proto-Germanic	*skellin)az	*skellin)az	skellinaz	s k e ll i n a z	264	s k e ll i n a z
962	German	*skellin)az	Schilling	ʃɪlɪŋ	ʃ ɪ l ɪ ŋ	264	ʃ - ɪ l ɪ ŋ - -
963	English	*skellin)az	shilling	ʃɪlɪŋ	ʃ ɪ l ɪ ŋ	264	ʃ - ɪ l ɪ ŋ - -
#
1424	Proto-Germanic	*skeranan	*skeranan	skeranan	s k e r a n a n	390	s k e r a n a n
1425	German	*skeranan	scheren	ʃeːrən	ʃ eː r ə n	390	ʃ - eː r ə - - n
1426	English	*skeranan	shear	ʃɪər	ʃ ɪə r	390	ʃ - ɪə r - - - -
1427	Dutch	*skeranan	scheren	sxeːrə	s x eː r ə	390	s x eː r ə - - -
#
1439	Proto-Germanic	*skeubanan	*skeubanan	skeubanan	s k eu b a n a n	394	s k eu b a n a n
1440	German	*skeubanan	schieben	ʃiːbən	ʃ iː b ə n	394	ʃ - iː b ə - - n
1441	English	*skeubanan	shove	ʃʌv	ʃ ʌ v	394	ʃ - ʌ v - - - -
1442	Dutch	*skeubanan	schuiven	sxœyvə	s x œy v ə	394	s x œy v ə - - -
#
58	Proto-Germanic	*skuldiz	*skuldiz	skuldiz	s k u l d i z	17	s k u l d i z
59	German	*skuldiz	Schuld	ʃʊlt	ʃ ʊ l t	17	ʃ - ʊ l t - -
60	Dutch	*skuldiz	schuld	sxʉlt	s x ʉ l t	17	s x ʉ l t - -
#
588	Proto-Germanic	*skuldrō	*skuldrō	skuldroː	s k u l d r oː	162	s k u l d - r oː
589	German	*skuldrō	Schulter	ʃʊltər	ʃ ʊ l t ə r	162	ʃ - ʊ l t ə r -
590	English	*skuldrō	shoulder	ʃəʊldər	ʃ əʊ l d ə r	162	ʃ - əʊ l d ə r -
591	Dutch	*skuldrō	schouder	sxɑudər	s x ɑu d ə r	162	s x ɑu - d ə r -
#
1877	Proto-Germanic	*skullōn	*skullōn	skulloːn	s k u ll oː n	515	s k u ll oː n
1878	German	*skullōn	Scholle	ʃɔlə	ʃ ɔ l ə	515	ʃ - ɔ l ə -
1879	Dutch	*skullōn	schol	sxɔl	s x ɔ l	515	s x ɔ l - -
#
551	Proto-Germanic	*skuman	*skuman	skuman	s k u m a n	151	s k u m a n
552	German	*skuman	Schaum	ʃaum	ʃ au m	151	ʃ - au m - -
553	Dutch	*skuman	schuim	sxœym	s x œy m	151	s x œy m - -
#
94	Proto-Germanic	*skēlō	*skēlō	skeːloː	s k eː l oː	27	s k eː l oː
95	German	*skēlō	Schale	ʃaːlə	ʃ aː l ə	27	ʃ - aː l ə
96	Dutch	*skēlō	schaal	sxaːl	s x aː l	27	s x aː l -
#
1368	Proto-Germanic	*skēpan	*skēpan	skeːpan	s k eː p a n	375	s k eː p a n
1369	German	*skēpan	Schaf	ʃaːf	ʃ aː f	375	ʃ - aː f - -
1370	English	*skēpan	sheep	ʃiːp	ʃ iː p	375	ʃ - iː p - -
1371	Dutch	*skēpan	schaap	sxaːp	s x aː p	375	s x aː p - -
#
1219	Proto-Germanic	*skībōn	*skībōn	skiːboːn	s k iː b oː n	335	s k iː b oː n
1220	German	*skībōn	Scheibe	ʃaibə	ʃ ai b ə	335	ʃ - ai b ə -
1221	Dutch	*skībōn	schijf	sxɛɪf	s x ɛɪ f	335	s x ɛɪ f - -
#
1398	Proto-Germanic	*skīnanan	*skīnanan	skiːnanan	s k iː n a n a n	383	s k iː n a n a n
1399	German	*skīnanan	scheinen	ʃainən	ʃ ai n ə n	383	ʃ - ai - - n ə n
1400	English	*skīnanan	shine	ʃaɪn	ʃ aɪ n	383	ʃ - aɪ - - - - n
1401	Dutch	*skīnanan	schijnen	sxɛɪnə	s x ɛɪ n ə	383	s x ɛɪ - - n ə -
#
720	Proto-Germanic	*skūflō	*skūflō	skuːfloː	s k uː f l oː	198	s k uː f - l oː
721	German	*skūflō	Schaufel	ʃaufəl	ʃ au f ə l	198	ʃ - au f ə l -
722	English	*skūflō	shovel	ʃʌvḷ	ʃ ʌ v ḷ	198	ʃ - ʌ v ḷ - -
723	Dutch	*skūflō	schoffel	sxɔfəl	s x ɔ f ə l	198	s x ɔ f ə l -
#
1192	Proto-Germanic	*skūrō	*skūrō	skuːroː	s k uː r oː	327	s k uː r oː
1193	German	*skūrō	Schauer	ʃauər	ʃ auə r	327	ʃ - auə r -
1194	English	*skūrō	shower	ʃaʊər	ʃ aʊə r	327	ʃ - aʊə r -
#
1143	Proto-Germanic	*slaxanan	*slaxanan	slaxanan	s l a x a n a n	314	s l a x a n a n
1144	German	*slaxanan	schlagen	ʃlaːɡən	ʃ l aː ɡ ə n	314	ʃ l aː ɡ ə - - n
1145	English	*slaxanan	slay	sleɪ	s l eɪ	314	s l eɪ - - - - -
1146	Dutch	*slaxanan	slaan	slaːn	s l aː n	314	s l aː - - - - n
#
1665	Proto-Germanic	*slēpanan	*slēpanan	sleːpanan	s l eː p a n a n	457	s l eː p a n a n
1666	German	*slēpanan	schlafen	ʃlaːfən	ʃ l aː f ə n	457	ʃ l aː f ə - - n
1667	English	*slēpanan	sleep	sliːp	s l iː p	457	s l iː p - - - -
1668	Dutch	*slēpanan	slapen	slaːpə	s l aː p ə	457	s l aː p ə - - -
#
1909	Proto-Germanic	*slīman	*slīman	sliːman	s l iː m a n	524	s l iː m a n
1910	German	*slīman	Schleim	ʃlaim	ʃ l ai m	524	ʃ l ai m - -
1911	English	*slīman	slime	slaɪm	s l aɪ m	524	s l aɪ m - -
1912	Dutch	*slīman	slijm	slɛɪm	s l ɛɪ m	524	s l ɛɪ m - -
#
1600	Proto-Germanic	*slīpanan	*slīpanan	sliːpanan	s l iː p a n a n	439	s l iː p a n a n
1601	German	*slīpanan	schleifen	ʃlaifən	ʃ l ai f ə n	439	ʃ l ai f ə - - n
1602	Dutch	*slīpanan	slijpen	slɛɪpə	s l ɛɪ p ə	439	s l ɛɪ p ə - - -
#
1812	Proto-Germanic	*smerwjanan	*smerwjanan	smerwjanan	s m e r w j a n a n	497	s m e r w j a n a n
1813	German	*smerwjanan	schmieren	ʃmiːrən	ʃ m iː r ə n	497	ʃ m iː r - - - - ə n
1814	English	*smerwjanan	smear	smɪər	s m ɪə r	497	s m ɪə r - - - - - -
1815	Dutch	*smerwjanan	smeren	smeːrə	s m eː r ə	497	s m eː r - - - - ə -
#
1056	Proto-Germanic	*snaigwaz	*snaigwaz	snaigwaz	s n ai g w a z	290	s n ai g w a z
1057	German	*snaigwaz	Schnee	ʃneː	ʃ n eː	290	ʃ n eː - - - -
1058	English	*snaigwaz	snow	snəʊ	s n əʊ	290	s n əʊ - - - -
1059	Dutch	*snaigwaz	sneeuw	sneːʋ	s n eː ʋ	290	s n eː - ʋ - -
#
1206	Proto-Germanic	*snīθanan	*snīθanan	sniːθanan	s n iː θ a n a n	331	s n iː θ a n a n
1207	German	*snīθanan	schneiden	ʃnaidən	ʃ n ai d ə n	331	ʃ n ai d ə - - n
1208	Dutch	*snīθanan	snijden	snɛɪdə	s n ɛɪ d ə	331	s n ɛɪ d ə - - -
#
1777	Proto-Germanic	*snōrō	*snōrō	snoːroː	s n oː r oː	487	s n oː r oː
1778	German	*snōrō	Schnur	ʃnuːr	ʃ n uː r	487	ʃ n uː r -
1779	Dutch	*snōrō	snoer	snuːr	s n uː r	487	s n uː r -
#
1922	Proto-Germanic	*spaldanan	*spaldanan	spaldanan	s p a l d a n a n	528	s p a l d a n a n
1923	German	*spaldanan	spalten	ʃpaltən	ʃ p a l t ə n	528	ʃ p a l t ə - - n
1924	Dutch	*spaldanan	spouwen	spɑuʋə	s p ɑu ʋ ə	528	s p ɑu - ʋ ə - - -
#
522	Proto-Germanic	*spangō	*spangō	spangoː	s p a n g oː	143	s p a n g oː
523	German	*spangō	Spange	ʃpaŋə	ʃ p a ŋ ə	143	ʃ p a ŋ - ə
524	Dutch	*spangō	spang	spɑŋ	s p ɑ ŋ	143	s p ɑ ŋ - -
#
1356	Proto-Germanic	*spannanan	*spannanan	spannanan	s p a nn a n a n	372	s p a nn a n a n
1357	German	*spannanan	spannen	ʃpanən	ʃ p a n ə n	372	ʃ p a n ə - - n
1358	English	*spannanan	span	spæn	s p æ n	372	s p æ n - - - -
1359	Dutch	*spannanan	spannen	spɑnə	s p ɑ n ə	372	s p ɑ n ə - - -
#
568	Proto-Germanic	*spannō	*spannō	spannoː	s p a nn oː	156	s p a nn oː
569	German	*spannō	Spanne	ʃpanə	ʃ p a n ə	156	ʃ p a n ə
570	English	*spannō	span	spæn	s p æ n	156	s p æ n -
#
1229	Proto-Germanic	*sparrōn	*sparrōn	sparroːn	s p a rr oː n	338	s p a rr oː n
1230	German	*sparrōn	Sparren	ʃparən	ʃ p a r ə n	338	ʃ p a r ə n
1231	English	*sparrōn	spar	spɑːr	s p ɑː r	338	s p ɑː r - -
1232	Dutch	*sparrōn	spar	spɑr	s p ɑ r	338	s p ɑ r - -
#
832	Proto-Germanic	*sparēnan	*sparēnan	spareːnan	s p a r eː n a n	229	s p a r eː n a n
833	German	*sparēnan	sparen	ʃpaːrən	ʃ p aː r ə n	229	ʃ p aː r ə - - n
834	English	*sparēnan	spare	spɛər	s p ɛə r	229	s p ɛə r - - - -
835	Dutch	*sparēnan	sparen	spaːrə	s p aː r ə	229	s p aː r ə - - -
#
300	Proto-Germanic	*spennanan	*spennanan	spennanan	s p e nn a n a n	84	s p e nn a n a n
301	German	*spennanan	spinnen	ʃpɪnən	ʃ p ɪ n ə n	84	ʃ p ɪ n ə - - n
302	English	*spennanan	spin	spɪn	s p ɪ n	84	s p ɪ n - - - -
303	Dutch	*spennanan	spinnen	spɪnə	s p ɪ n ə	84	s p ɪ n ə - - -
#
178	Proto-Germanic	*spennilō	*spennilō	spenniloː	s p e nn i l oː	51	s p e nn - i l oː
179	German	*spennilō	Spindel	ʃpɪndəl	ʃ p ɪ n d ə l	51	ʃ p ɪ n d ə l -
180	English	*spennilō	spindle	spɪndḷ	s p ɪ n d ḷ	51	s p ɪ n d ḷ - -
181	Dutch	*spennilō	spil	spɪl	s p ɪ l	51	s p ɪ - - - l -
#
364	Proto-Germanic	*speru	*speru	speru	s p e r u	101	s p e r u
365	German	*speru	Speer	ʃpeːr	ʃ p eː r	101	ʃ p eː r -
366	English	*speru	spear	spɪər	s p ɪə r	101	s p ɪə r -
367	Dutch	*speru	speer	speːr	s p eː r	101	s p eː r -
#
1023	Proto-Germanic	*spikan	*spikan	spikan	s p i k a n	281	s p i k a n
1024	German	*spikan	Speck	ʃpɛk	ʃ p ɛ k	281	ʃ p ɛ k - -
1025	Dutch	*spikan	spek	spɛk	s p ɛ k	281	s p ɛ k - -
#
1706	Proto-Germanic	*spixtaz	*spixtaz	spixtaz	s p i x t a z	468	s p i x t a z
1707	German	*spixtaz	Specht	ʃpɛxt	ʃ p ɛ x t	468	ʃ p ɛ x t - -
1708	Dutch	*spixtaz	specht	spɛxt	s p ɛ x t	468	s p ɛ x t - -
#
1501	Proto-Germanic	*spraidjanan	*spraidjanan	spraidjanan	s p r ai d j a n a n	412	s p r ai d j a n a n
1502	German	*spraidjanan	spreiten	ʃpraitən	ʃ p r ai t ə n	412	ʃ p r ai t - - - ə n
1503	English	*spraidjanan	spread	sprɛd	s p r ɛ d	412	s p r ɛ d - - - - -
1504	Dutch	*spraidjanan	spreiden	sprɛɪdə	s p r ɛɪ d ə	412	s p r ɛɪ d - - - ə -
#
1474	Proto-Germanic	*sprutōn	*sprutōn	sprutoːn	s p r u t oː n	404	s p r u - t oː n
1475	German	*sprutōn	Sprosse	ʃprɔsə	ʃ p r ɔ s ə	404	ʃ p r ɔ - s ə -
1476	Dutch	*sprutōn	sport	spɔrt	s p ɔ r t	404	s p - ɔ r t - -
#
68	Proto-Germanic	*spuran	*spuran	spuran	s p u r a n	20	s p u r a n
69	German	*spuran	Sporn	ʃpɔrn	ʃ p ɔ r n	20	ʃ p ɔ r - n
70	English	*spuran	spur	spɜːr	s p ɜː r	20	s p ɜː r - -
71	Dutch	*spuran	spoor	spoːr	s p oː r	20	s p oː r - -
#
414	Proto-Germanic	*spēnuz	*spēnuz	speːnuz	s p eː n u z	114	s p eː n u z
415	German	*spēnuz	Span	ʃpaːn	ʃ p aː n	114	ʃ p aː n - -
416	English	*spēnuz	spoon	spuːn	s p uː n	114	s p uː n - -
417	Dutch	*spēnuz	spaan	spaːn	s p aː n	114	s p aː n - -
#
1402	Proto-Germanic	*stabiz	*stabiz	stabiz	s t a b i z	384	s t a b i z
1403	German	*stabiz	Stab	ʃtaːp	ʃ t aː p	384	ʃ t aː p - -
1404	English	*stabiz	staff	stɑːf	s t ɑː f	384	s t ɑː f - -
1405	Dutch	*stabiz	staf	stɑf	s t ɑ f	384	s t ɑ f - -
#
1413	Proto-Germanic	*stainaz	*stainaz	stainaz	s t ai n a z	387	s t ai n a z
1414	German	*stainaz	Stein	ʃtain	ʃ t ai n	387	ʃ t ai n - -
1415	English	*stainaz	stone	stəʊn	s t əʊ n	387	s t əʊ n - -
1416	Dutch	*stainaz	steen	steːn	s t eː n	387	s t eː n - -
#
843	Proto-Germanic	*stallaz	*stallaz	stallaz	s t a ll a z	232	s t a ll a z
844	German	*stallaz	Stall	ʃtal	ʃ t a l	232	ʃ t a l - -
845	Dutch	*stallaz	stal	stɑl	s t ɑ l	232	s t ɑ l - -
#
1624	Proto-Germanic	*stamnaz	*stamnaz	stamnaz	s t a m n a z	446	s t a m n a z
1625	German	*stamnaz	Stamm	ʃtam	ʃ t a m	446	ʃ t a m - - -
1626	English	*stamnaz	stem	stɛm	s t ɛ m	446	s t ɛ m - - -
1627	Dutch	*stamnaz	stam	stɑm	s t ɑ m	446	s t ɑ m - - -
#
738	Proto-Germanic	*stangō	*stangō	stangoː	s t a n g oː	203	s t a n g oː
739	German	*stangō	Stange	ʃtaŋə	ʃ t a ŋ ə	203	ʃ t a ŋ - ə
740	Dutch	*stangō	stang	stɑŋ	s t ɑ ŋ	203	s t ɑ ŋ - -
#
825	Proto-Germanic	*stebnō	*stebnō	stebnoː	s t e b n oː	227	s t e b n oː
826	German	*stebnō	Stimme	ʃtɪmə	ʃ t ɪ m ə	227	ʃ t ɪ - m ə
827	Dutch	*stebnō	stem	stɛm	s t ɛ m	227	s t ɛ - m -
#
1167	Proto-Germanic	*stekanan	*stekanan	stekanan	s t e k a n a n	320	s t e k a n a n
1168	German	*stekanan	stechen	ʃtɛxən	ʃ t ɛ x ə n	320	ʃ t ɛ x ə - - n
1169	Dutch	*stekanan	steken	steːkə	s t eː k ə	320	s t eː k ə - - -
#
457	Proto-Germanic	*stelanan	*stelanan	stelanan	s t e l a n a n	126	s t e l a n a n
458	German	*stelanan	stehlen	ʃteːlən	ʃ t eː l ə n	126	ʃ t eː l ə - - n
459	English	*stelanan	steal	stiːl	s t iː l	126	s t iː l - - - -
460	Dutch	*stelanan	stelen	steːlə	s t eː l ə	126	s t eː l ə - - -
#
1394	Proto-Germanic	*stelljanan	*stelljanan	stelljanan	s t e ll j a n a n	382	s t e ll j a n a n
1395	German	*stelljanan	stillen	ʃtɪlən	ʃ t ɪ l ə n	382	ʃ t ɪ l - - - ə n
1396	English	*stelljanan	still	stɪl	s t ɪ l	382	s t ɪ l - - - - -
1397	Dutch	*stelljanan	stillen	stɪlə	s t ɪ l ə	382	s t ɪ l - - - ə -
#
446	Proto-Germanic	*steltjōn	*steltjōn	steltjoːn	s t e l t j oː n	123	s t e l t j oː n
447	German	*steltjōn	Stelze	ʃtɛlt͡sə	ʃ t ɛ l t͡s ə	123	ʃ t ɛ l t͡s - ə -
448	English	*steltjōn	stilt	stɪlt	s t ɪ l t	123	s t ɪ l t - - -
449	Dutch	*steltjōn	stelt	stɛlt	s t ɛ l t	123	s t ɛ l t - - -
#
319	Proto-Germanic	*sterbanan	*sterbanan	sterbanan	s t e r b a n a n	89	s t e r b a n a n
320	German	*sterbanan	sterben	ʃtɛrbən	ʃ t ɛ r b ə n	89	ʃ t ɛ r b ə - - n
321	English	*sterbanan	starve	stɑːv	s t ɑː v	89	s t ɑː - v - - - -
322	Dutch	*sterbanan	sterven	stɛrvə	s t ɛ r v ə	89	s t ɛ r v ə - - -
#
27	Proto-Germanic	*stertaz	*stertaz	stertaz	s t e r t a z	8	s t e r t a z
28	German	*stertaz	Sterz	ʃtɛrt͡s	ʃ t ɛ r t͡s	8	ʃ t ɛ r t͡s - -
29	English	*stertaz	start	stɑːt	s t ɑː t	8	s t ɑː - t - -
30	Dutch	*stertaz	staart	staːrt	s t aː r t	8	s t aː r t - -
#
270	Proto-Germanic	*steuran	*steuran	steuran	s t eu r a n	75	s t eu r a n
271	German	*steuran	Steuer	ʃtɔyər	ʃ t ɔyə r	75	ʃ t ɔyə r - -
272	English	*steuran	to	tuː	t uː	75	- t uː - - -
273	Dutch	*steuran	stuur	styːr	s t yː r	75	s t yː r - -
#
730	Proto-Germanic	*strakkjanan	*strakkjanan	strakkjanan	s t r a kk j a n a n	201	s t r a kk j a n a n
731	German	*strakkjanan	strecken	ʃtrɛkən	ʃ t r ɛ k ə n	201	ʃ t r ɛ k - - - ə n
732	English	*strakkjanan	stretch	strɛʧ	s t r ɛ ʧ	201	s t r ɛ ʧ - - - - -
733	Dutch	*strakkjanan	strekken	strɛkə	s t r ɛ k ə	201	s t r ɛ k - - - ə -
#
492	Proto-Germanic	*strangiz	*strangiz	strangiz	s t r a n g i z	135	s t r a n g i z
493	German	*strangiz	Strang	ʃtraŋ	ʃ t r a ŋ	135	ʃ t r a ŋ - - -
494	English	*strangiz	string	strɪŋ	s t r ɪ ŋ	135	s t r ɪ ŋ - - -
495	Dutch	*strangiz	streng	strɛŋ	s t r ɛ ŋ	135	s t r ɛ ŋ - - -
#
1360	Proto-Germanic	*straumaz	*straumaz	straumaz	s t r au m a z	373	s t r au m a z
1361	German	*straumaz	Strom	ʃtroːm	ʃ t r oː m	373	ʃ t r oː m - -
1362	English	*straumaz	stream	striːm	s t r iː m	373	s t r iː m - -
1363	Dutch	*straumaz	stroom	stroːm	s t r oː m	373	s t r oː m - -
#
1252	Proto-Germanic	*strawan	*strawan	strawan	s t r a w a n	344	s t r a w a n
1253	German	*strawan	Stroh	ʃtroː	ʃ t r oː	344	ʃ t r oː - - -
1254	English	*strawan	straw	strɔː	s t r ɔː	344	s t r ɔː - - -
1255	Dutch	*strawan	stro	stroː	s t r oː	344	s t r oː - - -
#
356	Proto-Germanic	*strawjanan	*strawjanan	strawjanan	s t r a w j a n a n	99	s t r a w j a n a n
357	German	*strawjanan	streuen	ʃtrɔyən	ʃ t r ɔyə n	99	ʃ t r ɔyə - n - - - -
358	English	*strawjanan	strew	struː	s t r uː	99	s t r uː - - - - - -
359	Dutch	*strawjanan	strooien	stroːjə	s t r oː j ə	99	s t r oː - j ə - - -
#
