# Wordlist

# DATA
ID	CONCEPT	TOKENS	IPA	DOCULECT	COUNTERPART	COGID
273	*steuran	s t yː r	styːr	Dutch	stuur	75
#
730	*strakkjanan	s t r a kk j a n	strakkjanan	Proto-Germanic	*strakkjanan	201
731	*strakkjanan	ʃ t r ɛ k ə n	ʃtrɛkən	German	strecken	201
732	*strakkjanan	s t r ɛ ʧ	strɛʧ	English	stretch	201
733	*strakkjanan	s t r ɛ k ə	strɛkə	Dutch	strekken	201
#
492	*strangiz	s t r a n g i z	strangiz	Proto-Germanic	*strangiz	135
493	*strangiz	ʃ t r a ŋ	ʃtraŋ	German	Strang	135
494	*strangiz	s t r ɪ ŋ	strɪŋ	English	string	135
495	*strangiz	s t r ɛ ŋ	strɛŋ	Dutch	streng	135
#
1360	*straumaz	s t r au m a z	straumaz	Proto-Germanic	*straumaz	373
1361	*straumaz	ʃ t r oː m	ʃtroːm	German	Strom	373
1362	*straumaz	s t r iː m	striːm	English	stream	373
1363	*straumaz	s t r oː m	stroːm	Dutch	stroom	373
#
1252	*strawan	s t r a w	strawan	Proto-Germanic	*strawan	344
1253	*strawan	ʃ t r oː	ʃtroː	German	Stroh	344
1254	*strawan	s t r ɔː	strɔː	English	straw	344
1255	*strawan	s t r oː	stroː	Dutch	stro	344
#
356	*strawjanan	s t r a w j a n	strawjanan	Proto-Germanic	*strawjanan	99
357	*strawjanan	ʃ t r ɔyə n	ʃtrɔyən	German	streuen	99
358	*strawjanan	s t r uː	struː	English	strew	99
359	*strawjanan	s t r oː j ə	stroːjə	Dutch	strooien	99
#
1899	*stukkaz	s t u kk a z	stukkaz	Proto-Germanic	*stukkaz	521
1900	*stukkaz	ʃ t ɔ k	ʃtɔk	German	Stock	521
1901	*stukkaz	s t ɔ k	stɔk	English	stock	521
1902	*stukkaz	s t ɔ k	stɔk	Dutch	stok	521
#
592	*sturkaz	s t u r k a z	sturkaz	Proto-Germanic	*sturkaz	163
593	*sturkaz	ʃ t ɔ r x	ʃtɔrx	German	Storch	163
594	*sturkaz	s t ɔː k	stɔːk	English	stork	163
#
669	*sturmaz	s t u r m a z	sturmaz	Proto-Germanic	*sturmaz	184
670	*sturmaz	ʃ t ʊ r m	ʃtʊrm	German	Sturm	184
671	*sturmaz	s t ɔː m	stɔːm	English	storm	184
672	*sturmaz	s t ɔ r m	stɔrm	Dutch	storm	184
#
540	*stēnan	s t eː n	steːnan	Proto-Germanic	*stēnan	148
541	*stēnan	ʃ t eːə n	ʃteːən	German	stehen	148
542	*stēnan	s t aː n	staːn	Dutch	staan	148
#
439	*stīganan	s t iː g a n	stiːganan	Proto-Germanic	*stīganan	121
440	*stīganan	ʃ t ai ɡ ə n	ʃtaiɡən	German	steigen	121
441	*stīganan	s t ɛɪ ɣ ə	stɛɪɣə	Dutch	stijgen	121
#
605	*stōdan	s t oː d	stoːdan	Proto-Germanic	*stōdan	167
606	*stōdan	ʃ t uː t ə	ʃtuːtə	German	Stute	167
607	*stōdan	s t ʌ d	stʌd	English	stud	167
#
1892	*stōlaz	s t oː l a z	stoːlaz	Proto-Germanic	*stōlaz	519
1893	*stōlaz	ʃ t uː l	ʃtuːl	German	Stuhl	519
1894	*stōlaz	s t uː l	stuːl	English	stool	519
1895	*stōlaz	s t uː l	stuːl	Dutch	stoel	519
#
1869	*sumeraz	s u m e r a z	sumeraz	Proto-Germanic	*sumeraz	513
1870	*sumeraz	z ɔ m ə r	zɔmər	German	Sommer	513
1871	*sumeraz	s ʌ m ə r	sʌmər	English	summer	513
1872	*sumeraz	z oː m ə r	zoːmər	Dutch	zomer	513
#
1653	*sundrōjanan	s u n d r oː j a n	sundroːjanan	Proto-Germanic	*sundrōjanan	454
1654	*sundrōjanan	z ɔ n d ə r n	zɔndərn	German	sondern	454
1655	*sundrōjanan	s ʌ n d ə r	sʌndər	English	sunder	454
1656	*sundrōjanan	ɑ f s ɔ n d ə r ə	ɑfsɔndərə	Dutch	afzonderen	454
#
1755	*sunnōn	s u nn oː n	sunnoːn	Proto-Germanic	*sunnōn	481
1756	*sunnōn	z ɔ n ə	zɔnə	German	Sonne	481
1757	*sunnōn	s ʌ n	sʌn	English	sun	481
1758	*sunnōn	z ɔ n	zɔn	Dutch	zon	481
#
690	*sunuz	s u n u z	sunuz	Proto-Germanic	*sunuz	190
691	*sunuz	z oː n	zoːn	German	Sohn	190
692	*sunuz	z oː n	zoːn	Dutch	zoon	190
#
1097	*surgō	s u r g oː	surgoː	Proto-Germanic	*surgō	301
1098	*surgō	z ɔ r ɡ ə	zɔrɡə	German	Sorge	301
1099	*surgō	s ɔ r əʊ	sɔrəʊ	English	sorrow	301
1100	*surgō	z ɔ r x	zɔrx	Dutch	zorg	301
#
1458	*suxtiz	s u x t i z	suxtiz	Proto-Germanic	*suxtiz	399
1459	*suxtiz	z ʊ x t	zʊxt	German	Sucht	399
1460	*suxtiz	z ʉ x t	zʉxt	Dutch	zucht	399
#
1280	*swalgwōn	s w a l g w oː n	swalgwoːn	Proto-Germanic	*swalgwōn	352
1281	*swalgwōn	ʃ v a l b ə	ʃvalbə	German	Schwalbe	352
1282	*swalgwōn	s ʋ ɔ l əʊ	sʋɔləʊ	English	swallow	352
1283	*swalgwōn	z ʋ aː l yː ʋ	zʋaːlyːʋ	Dutch	zwaluw	352
#
1628	*swanaz	s w a n a z	swanaz	Proto-Germanic	*swanaz	447
1629	*swanaz	ʃ v aː n	ʃvaːn	German	Schwan	447
1630	*swanaz	s ʋ ɔ n	sʋɔn	English	swan	447
#
1903	*swangwjanan	s w a n g w j a n	swangwjanan	Proto-Germanic	*swangwjanan	522
1904	*swangwjanan	ʃ v ɛ ŋ k ə n	ʃvɛŋkən	German	schwenken	522
1905	*swangwjanan	z ʋ ɛ ŋ k ə	zʋɛŋkə	Dutch	zwenken	522
#
677	*swellanan	s w e ll a n	swellanan	Proto-Germanic	*swellanan	186
678	*swellanan	ʃ v ɛ l ə n	ʃvɛlən	German	schwellen	186
679	*swellanan	s ʋ ɛ l	sʋɛl	English	swell	186
#
982	*swemmanan	s w e mm a n	swemmanan	Proto-Germanic	*swemmanan	270
983	*swemmanan	ʃ v ɪ m ə n	ʃvɪmən	German	schwimmen	270
984	*swemmanan	s ʋ ɪ m	sʋɪm	English	swim	270
985	*swemmanan	z ʋ ɛ m ə	zʋɛmə	Dutch	zwemmen	270
#
206	*swerdan	s w e r d	swerdan	Proto-Germanic	*swerdan	58
207	*swerdan	ʃ v eː r t	ʃveːrt	German	Schwert	58
208	*swerdan	s ɔː d	sɔːd	English	sword	58
209	*swerdan	z ʋ aː r t	zʋaːrt	Dutch	zwaard	58
#
1052	*swestēr	s w e s t eː r	swesteːr	Proto-Germanic	*swestēr	289
1053	*swestēr	ʃ v ɛ s t ə r	ʃvɛstər	German	Schwester	289
1054	*swestēr	s ɪ s t ə r	sɪstər	English	sister	289
1055	*swestēr	z ʉ s t ə r	zʉstər	Dutch	zuster	289
#
1075	*swīnan	s w iː n	swiːnan	Proto-Germanic	*swīnan	295
1076	*swīnan	ʃ v ai n	ʃvain	German	Schwein	295
1077	*swīnan	s ʋ aɪ n	sʋaɪn	English	swine	295
1078	*swīnan	z ʋ ɛɪ n	zʋɛɪn	Dutch	zwijn	295
#
229	*sīdōn	s iː d oː n	siːdoːn	Proto-Germanic	*sīdōn	64
230	*sīdōn	z ai t ə	zaitə	German	Seite	64
231	*sīdōn	s aɪ d	saɪd	English	side	64
#
800	*sīnaz poss.	z ai n	zain	German	sein	219
801	*sīnaz poss.	z ɛɪ n	zɛɪn	Dutch	zijn	219
#
104	*sōkjanan	s oː k j a n	soːkjanan	Proto-Germanic	*sōkjanan	30
105	*sōkjanan	z uː x ə n	zuːxən	German	suchen	30
106	*sōkjanan	s iː k	siːk	English	seek	30
107	*sōkjanan	z uː k ə	zuːkə	Dutch	zoeken	30
#
1498	*sūganan	s uː g a n	suːganan	Proto-Germanic	*sūganan	411
1499	*sūganan	z au ɡ ə n	zauɡən	German	saugen	411
1500	*sūganan	z œy ɣ ə	zœyɣə	Dutch	zuigen	411
#
1364	*sūpanan	s uː p a n	suːpanan	Proto-Germanic	*sūpanan	374
1365	*sūpanan	z au f ə n	zaufən	German	saufen	374
1366	*sūpanan	s ʌ p	sʌp	English	sup	374
1367	*sūpanan	z œy p ə	zœypə	Dutch	zuipen	374
#
1589	*taiknan	t ai k n	taiknan	Proto-Germanic	*taiknan	436
1590	*taiknan	t͡s ai x ə n	t͡saixən	German	Zeichen	436
1591	*taiknan	t əʊ k ə n	təʊkən	English	token	436
1592	*taiknan	t eː k ə	teːkə	Dutch	teken	436
#
1720	*taixwō	t ai x w oː	taixwoː	Proto-Germanic	*taixwō	472
1721	*taixwō	t͡s eːə	t͡seːə	German	Zehe	472
1722	*taixwō	t əʊ	təʊ	English	toe	472
1723	*taixwō	t eː n	teːn	Dutch	teen	472
#
1185	*talaz	t a l a z	talaz	Proto-Germanic	*talaz	325
1186	*talaz	t͡s aː l	t͡saːl	German	Zahl	325
1187	*talaz	t aː l	taːl	Dutch	taal	325
#
1202	*tangō	t a n g oː	tangoː	Proto-Germanic	*tangō	330
1203	*tangō	t͡s a ŋ ə	t͡saŋə	German	Zange	330
1204	*tangō	t ɔ ŋ z	tɔŋz	English	tongs	330
1205	*tangō	t ɑ ŋ	tɑŋ	Dutch	tang	330
#
327	*tappōn	t a pp oː n	tappoːn	Proto-Germanic	*tappōn	91
328	*tappōn	t͡s a p͡f ə n	t͡sap͡fən	German	Zapfen	91
329	*tappōn	t æ p	tæp	English	tap	91
330	*tappōn	t ɑ p	tɑp	Dutch	tap	91
#
1386	*tauxmaz	t au x m a z	tauxmaz	Proto-Germanic	*tauxmaz	380
1387	*tauxmaz	t͡s au m	t͡saum	German	Zaum	380
1388	*tauxmaz	t iː m	tiːm	English	team	380
1389	*tauxmaz	t oː m	toːm	Dutch	toom	380
#
812	*temran	t e m r	temran	Proto-Germanic	*temran	223
813	*temran	t͡s ɪ m ə r	t͡sɪmər	German	Zimmer	223
814	*temran	t ɪ m b ə r	tɪmbər	English	timber	223
#
860	*texun	t e x u n	texun	Proto-Germanic	*texun	237
861	*texun	t͡s eː n	t͡seːn	German	zehn	237
862	*texun	t ɛ n	tɛn	English	ten	237
863	*texun	t iː n	tiːn	Dutch	tien	237
#
978	*tikkōn	t i kk oː n	tikkoːn	Proto-Germanic	*tikkōn	269
979	*tikkōn	t͡s ɛ k ə	t͡sɛkə	German	Zecke	269
980	*tikkōn	t ɪ k	tɪk	English	tick	269
981	*tikkōn	t eː k	teːk	Dutch	teek	269
#
1681	*tredanan	t r e d a n	tredanan	Proto-Germanic	*tredanan	461
1682	*tredanan	t r eː t ə n	treːtən	German	treten	461
1683	*tredanan	t r ɛ d	trɛd	English	tread	461
1684	*tredanan	t r eː d ə	treːdə	Dutch	treden	461
#
1216	*trugan	t r u g	trugan	Proto-Germanic	*trugan	334
1217	*trugan	t r oː k	troːk	German	Trog	334
1218	*trugan	t r ɔ f	trɔf	English	trough	334
#
1673	*tungōn	t u n g oː n	tungoːn	Proto-Germanic	*tungōn	459
1674	*tungōn	t͡s ʊ ŋ ə	t͡sʊŋə	German	Zunge	459
1675	*tungōn	t ʌ ŋ	tʌŋ	English	tongue	459
1676	*tungōn	t ɔ ŋ	tɔŋ	Dutch	tong	459
#
1256	*tuxtiz	t u x t i z	tuxtiz	Proto-Germanic	*tuxtiz	345
1257	*tuxtiz	t͡s ʊ x t	t͡sʊxt	German	Zucht	345
1258	*tuxtiz	t ʉ x t	tʉxt	Dutch	tucht	345
#
957	*tīdiz	t iː d i z	tiːdiz	Proto-Germanic	*tīdiz	263
958	*tīdiz	t͡s ai t	t͡sait	German	Zeit	263
959	*tīdiz	t aɪ d	taɪd	English	tide	263
960	*tīdiz	t ɛɪ t	tɛɪt	Dutch	tijd	263
#
1739	*tūnan	t uː n	tuːnan	Proto-Germanic	*tūnan	477
1740	*tūnan	t͡s au n	t͡saun	German	Zaun	477
1741	*tūnan	t aʊ n	taʊn	English	town	477
1742	*tūnan	t œy n	tœyn	Dutch	tuin	477
#
1009	*ufnaz	u f n a z	ufnaz	Proto-Germanic	*ufnaz	277
1010	*ufnaz	oː f ə n	oːfən	German	Ofen	277
1011	*ufnaz	ʌ v ṇ	ʌvṇ	English	oven	277
1012	*ufnaz	oː v ə	oːvə	Dutch	oven	277
#
507	*utraz	u t r a z	utraz	Proto-Germanic	*utraz	139
508	*utraz	ɔ t ə r	ɔtər	German	Otter	139
509	*utraz	æ d ə r	ædər	English	adder	139
510	*utraz	ɑ d ə r	ɑdər	Dutch	adder	139
#
683	*uxsōn	u x s oː n	uxsoːn	Proto-Germanic	*uxsōn	188
684	*uxsōn	ɔ k s ə	ɔksə	German	Ochse	188
685	*uxsōn	ɔ k s	ɔks	English	ox	188
686	*uxsōn	ɔ s	ɔs	Dutch	os	188
#
819	*uzdaz	u z d a z	uzdaz	Proto-Germanic	*uzdaz	225
820	*uzdaz	ɔ r t	ɔrt	German	Ort	225
821	*uzdaz	oː r t	oːrt	Dutch	oord	225
#
1276	*wabsaz	w a b s a z	wabsaz	Proto-Germanic	*wabsaz	351
1277	*wabsaz	v ɛ s p ə	vɛspə	German	Wespe	351
1278	*wabsaz	ʋ ɔ s p	ʋɔsp	English	wasp	351
1279	*wabsaz	ʋ ɛ s p	ʋɛsp	Dutch	wesp	351
#
1013	*wadan	w a d	wadan	Proto-Germanic	*wadan	278
1014	*wadan	v a t	vat	German	Watt	278
1015	*wadan	ʋ ɑ t	ʋɑt	Dutch	wad	278
#
653	*wadanan	w a d a n	wadanan	Proto-Germanic	*wadanan	180
654	*wadanan	v aː t ə n	vaːtən	German	waten	180
655	*wadanan	ʋ eɪ d	ʋeɪd	English	wade	180
656	*wadanan	ʋ aː d ə	ʋaːdə	Dutch	waden	180
#
634	*wagnaz	w a g n a z	wagnaz	Proto-Germanic	*wagnaz	175
635	*wagnaz	v aː ɡ ə n	vaːɡən	German	Wagen	175
636	*wagnaz	ʋ eɪ n	ʋeɪn	English	wain	175
637	*wagnaz	ʋ aː ɣ ə	ʋaːɣə	Dutch	wagen	175
#
687	*wainōjanan	w ai n oː j a n	wainoːjanan	Proto-Germanic	*wainōjanan	189
688	*wainōjanan	v ai n ə n	vainən	German	weinen	189
689	*wainōjanan	ʋ aɪ n	ʋaɪn	English	whine	189
#
1269	*waiθiz	w ai θ i z	waiθiz	Proto-Germanic	*waiθiz	349
1270	*waiθiz	v ai d ə	vaidə	German	Weide	349
1271	*waiθiz	ʋ ɪ ð ɪ	ʋɪðɪ	English	withy	349
1272	*waiθiz	ʋ ɛɪ d ə	ʋɛɪdə	Dutch	weide	349
#
161	*wakjanan	w a k j a n	wakjanan	Proto-Germanic	*wakjanan	46
162	*wakjanan	v ɛ k ə n	vɛkən	German	wecken	46
163	*wakjanan	ʋ ɛ k ə	ʋɛkə	Dutch	wekken	46
#
1038	*wakēnan	w a k eː n	wakeːnan	Proto-Germanic	*wakēnan	285
1039	*wakēnan	v a x ə n	vaxən	German	wachen	285
1040	*wakēnan	ʋ eɪ k	ʋeɪk	English	wake	285
1041	*wakēnan	ʋ aː k ə	ʋaːkə	Dutch	waken	285
#
410	*walaz	w a l a z	walaz	Proto-Germanic	*walaz	113
411	*walaz	v aː l	vaːl	German	Wal	113
412	*walaz	ʋ eɪ l	ʋeɪl	English	whale	113
413	*walaz	ʋ ɑ l	ʋɑl	Dutch	wal	113
#
1263	*waldanan	w a l d a n	waldanan	Proto-Germanic	*waldanan	347
1264	*waldanan	v a l t ə n	valtən	German	walten	347
1265	*waldanan	ʋ iː l d	ʋiːld	English	wield	347
#
1661	*waljanan	w a l j a n	waljanan	Proto-Germanic	*waljanan	456
1662	*waljanan	v ɔ l ə n	vɔlən	German	wollen	456
1663	*waljanan	ʋ ɪ l	ʋɪl	English	will	456
1664	*waljanan	ʋ ɪ l ə	ʋɪlə	Dutch	willen	456
#
701	*walθuz	w a l θ u z	walθuz	Proto-Germanic	*walθuz	193
702	*walθuz	v a l t	valt	German	Wald	193
703	*walθuz	ʋ əʊ l d	ʋəʊld	English	wold	193
704	*walθuz	ʋ ɑu t	ʋɑut	Dutch	woud	193
#
1432	*wangon	w a n g o n	wangon	Proto-Germanic	*wangon	392
1433	*wangon	v a ŋ ə	vaŋə	German	Wange	392
1434	*wangon	ʋ ɑ ŋ	ʋɑŋ	Dutch	wang	392
#
1766	*warpan	w a r p	warpan	Proto-Germanic	*warpan	484
1767	*warpan	v ɛ r f t	vɛrft	German	Werft	484
1768	*warpan	ʋ ɔː p	ʋɔːp	English	warp	484
1769	*warpan	ʋ ɛ r f	ʋɛrf	Dutch	werf	484
#
1170	*warto	w a r t o	warto	Proto-Germanic	*warto	321
1171	*warto	v a r t͡s ə	vart͡sə	German	Warze	321
1172	*warto	ʋ ɔː t	ʋɔːt	English	wart	321
1173	*warto	ʋ r ɑ t	ʋrɑt	Dutch	wrat	321
#
1266	*wasjanan	w a s j a n	wasjanan	Proto-Germanic	*wasjanan	348
1267	*wasjanan	v eː r ə n	veːrən	German	wehren	348
1268	*wasjanan	ʋ eː r ə	ʋeːrə	Dutch	weren	348
#
998	*waskanan	w a s k a n	waskanan	Proto-Germanic	*waskanan	274
999	*waskanan	v a ʃ ə n	vaʃən	German	waschen	274
1000	*waskanan	ʋ ɔ ʃ	ʋɔʃ	English	wash	274
1001	*waskanan	ʋ ɑ s ə	ʋɑsə	Dutch	wassen	274
#
1129	*watnan	w a t n	watnan	Proto-Germanic	*watnan	310
1130	*watnan	v a s ə r	vasər	German	Wasser	310
1131	*watnan	ʋ ɔː t ə r	ʋɔːtər	English	water	310
1132	*watnan	ʋ aː t ə r	ʋaːtər	Dutch	water	310
#
846	*waxsan	w a x s	waxsan	Proto-Germanic	*waxsan	233
847	*waxsan	v a k s	vaks	German	Wachs	233
848	*waxsan	ʋ æ k s	ʋæks	English	wax	233
849	*waxsan	ʋ ɑ s	ʋɑs	Dutch	was	233
#
693	*waxsanan	w a x s a n	waxsanan	Proto-Germanic	*waxsanan	191
694	*waxsanan	v a k s ə n	vaksən	German	wachsen	191
695	*waxsanan	ʋ æ k s	ʋæks	English	wax	191
696	*waxsanan	ʋ ɑ s ə	ʋɑsə	Dutch	wassen	191
#
1929	*webanan	w e b a n	webanan	Proto-Germanic	*webanan	530
1930	*webanan	v eː b ə n	veːbən	German	weben	530
1931	*webanan	ʋ iː v	ʋiːv	English	weave	530
1932	*webanan	ʋ eː v ə	ʋeːvə	Dutch	weven	530
#
657	*wedran	w e d r	wedran	Proto-Germanic	*wedran	181
658	*wedran	v ɛ t ə r	vɛtər	German	Wetter	181
659	*wedran	ʋ ɛ ð ə r	ʋɛðər	English	weather	181
660	*wedran	ʋ eː d ə r	ʋeːdər	Dutch	weder	181
#
1880	*wegaz	w e g a z	wegaz	Proto-Germanic	*wegaz	516
1881	*wegaz	v eː k	veːk	German	Weg	516
1882	*wegaz	ʋ eɪ	ʋeɪ	English	way	516
1883	*wegaz	ʋ ɛ x	ʋɛx	Dutch	weg	516
#
214	*weljōn	w e l j oː n	weljoːn	Proto-Germanic	*weljōn	60
215	*weljōn	v ɪ l ə	vɪlə	German	Wille	60
216	*weljōn	ʋ ɪ l	ʋɪl	English	will	60
217	*weljōn	ʋ ɪ l	ʋɪl	Dutch	wil	60
#
897	*wendanan	w e n d a n	wendanan	Proto-Germanic	*wendanan	247
898	*wendanan	v ɪ n d ə n	vɪndən	German	winden	247
899	*wendanan	ʋ ɪ n d	ʋɪnd	English	wind	247
900	*wendanan	ʋ ɪ n d ə	ʋɪndə	Dutch	winden	247
#
274	*wentruz	w e n t r u z	wentruz	Proto-Germanic	*wentruz	76
275	*wentruz	v ɪ n t ə r	vɪntər	German	Winter	76
276	*wentruz	ʋ ɪ n t ə r	ʋɪntər	English	winter	76
277	*wentruz	ʋ ɪ n t ə r	ʋɪntər	Dutch	winter	76
#
792	*werduz	w e r d u z	werduz	Proto-Germanic	*werduz	217
793	*werduz	v ɪ r t	vɪrt	German	Wirt	217
794	*werduz	ʋ aː r t	ʋaːrt	Dutch	waard	217
#
1559	*werpanan	w e r p a n	werpanan	Proto-Germanic	*werpanan	428
1560	*werpanan	v ɛ r f ə n	vɛrfən	German	werfen	428
1561	*werpanan	ʋ ɔː p	ʋɔːp	English	warp	428
1562	*werpanan	ʋ ɛ r p ə	ʋɛrpə	Dutch	werpen	428
#
765	*werθanan	w e r θ a n	werθanan	Proto-Germanic	*werθanan	210
766	*werθanan	v eː r d ə n	veːrdən	German	werden	210
767	*werθanan	ʋ ɔ r d ə	ʋɔrdə	Dutch	worden	210
#
1491	*weslon	w e s l o n	weslon	Proto-Germanic	*weslon	409
1492	*weslon	v iː z ə l	viːzəl	German	Wiesel	409
1493	*weslon	ʋ iː z ḷ	ʋiːzḷ	English	weasel	409
1494	*weslon	ʋ eː z ə l	ʋeːzəl	Dutch	wezel	409
#
1318	*westanē	w e s t a n eː	westaneː	Proto-Germanic	*westanē	362
1319	*westanē	v ɛ s t ə n	vɛstən	German	Westen	362
1320	*westanē	ʋ ɛ s t	ʋɛst	English	west	362
1321	*westanē	ʋ ɛ s t ə	ʋɛstə	Dutch	westen	362
#
1104	*wextiz	w e x t i z	wextiz	Proto-Germanic	*wextiz	303
1105	*wextiz	v ɪ x t	vɪxt	German	Wicht	303
1106	*wextiz	ʋ aɪ t	ʋaɪt	English	wight	303
#
194	*widuwōn	w i d u w oː n	widuwoːn	Proto-Germanic	*widuwōn	55
195	*widuwōn	v ɪ t v ə	vɪtvə	German	Witwe	55
196	*widuwōn	ʋ ɪ d əʊ	ʋɪdəʊ	English	widow	55
197	*widuwōn	ʋ eː d yː ʋ ə	ʋeːdyːʋə	Dutch	weduwe	55
#
1556	*wira-aldiz	v ɛ l t	vɛlt	German	Welt	427
1557	*wira-aldiz	ʋ ɜː l d	ʋɜːld	English	world	427
1558	*wira-aldiz	ʋ eː r ə l t	ʋeːrəlt	Dutch	wereld	427
#
139	*wiraz	w i r a z	wiraz	Proto-Germanic	*wiraz	39
140	*wiraz	v eː r	veːr	German	Wehr	39
141	*wiraz	ʋ eː r	ʋeːr	Dutch	weer	39
#
1375	*wixslan	w i x s l	wixslan	Proto-Germanic	*wixslan	377
1376	*wixslan	v ɛ k s ə l	vɛksəl	German	Wechsel	377
1377	*wixslan	ʋ ɪ s ə l	ʋɪsəl	Dutch	wissel	377
#
1118	*wiθra	w i θ r a	wiθra	Proto-Germanic	*wiθra	307
1119	*wiθra	v ɪ d ə r	vɪdər	German	Widder	307
1120	*wiθra	ʋ ɛ ð ə r	ʋɛðər	English	wether	307
1121	*wiθra	ʋ eː d ə r	ʋeːdər	Dutch	weder	307
#
504	*wokraz	w o k r a z	wokraz	Proto-Germanic	*wokraz	138
505	*wokraz	v uː x ə r	vuːxər	German	Wucher	138
506	*wokraz	ʋ uː k ə r	ʋuːkər	Dutch	woeker	138
#
994	*wrenganan	w r e n g a n	wrenganan	Proto-Germanic	*wrenganan	273
995	*wrenganan	r ɪ ŋ ə n	rɪŋən	German	ringen	273
996	*wrenganan	r ɪ ŋ	rɪŋ	English	wring	273
997	*wrenganan	ʋ r ɪ ŋ ə	ʋrɪŋə	Dutch	wringen	273
#
1524	*wulfaz	w u l f a z	wulfaz	Proto-Germanic	*wulfaz	418
1525	*wulfaz	v ɔ l f	vɔlf	German	Wolf	418
1526	*wulfaz	ʋ ʊ l f	ʋʊlf	English	wolf	418
1527	*wulfaz	ʋ ɔ l f	ʋɔlf	Dutch	wolf	418
#
1693	*wulknan	w u l k n	wulknan	Proto-Germanic	*wulknan	464
1694	*wulknan	v ɔ l k ə	vɔlkə	German	Wolke	464
1695	*wulknan	ʋ ɔ l k	ʋɔlk	Dutch	wolk	464
#
1483	*wullo	w u ll o	wullo	Proto-Germanic	*wullo	407
1484	*wullo	v ɔ l ə	vɔlə	German	Wolle	407
1485	*wullo	ʋ ʊ l	ʋʊl	English	wool	407
1486	*wullo	ʋ ɔ l	ʋɔl	Dutch	wol	407
#
1048	*wundran	w u n d r	wundran	Proto-Germanic	*wundran	288
1049	*wundran	v ʊ n d ə r	vʊndər	German	Wunder	288
1050	*wundran	ʋ ʌ n d ə r	ʋʌndər	English	wonder	288
1051	*wundran	ʋ ɔ n d ə r	ʋɔndər	Dutch	wonder	288
#
232	*wurdan	w u r d	wurdan	Proto-Germanic	*wurdan	65
233	*wurdan	v ɔ r t	vɔrt	German	Wort	65
234	*wurdan	ʋ ɜː d	ʋɜːd	English	word	65
235	*wurdan	ʋ oː r t	ʋoːrt	Dutch	woord	65
#
1848	*wurdjan	w u r d j	wurdjan	Proto-Germanic	*wurdjan	507
1849	*wurdjan	a n t v ɔ r t	antvɔrt	German	Antwort	507
1850	*wurdjan	ɑ n t ʋ oː r t	ɑntʋoːrt	Dutch	antwoord	507
#
1126	*wurmaz/wurmiz	v ʊ r m	vʊrm	German	Wurm	309
1127	*wurmaz/wurmiz	ʋ ɜː m	ʋɜːm	English	worm	309
1128	*wurmaz/wurmiz	ʋ ɔ r m	ʋɔrm	Dutch	worm	309
#
399	*wēgiz	w eː g i z	weːgiz	Proto-Germanic	*wēgiz	110
400	*wēgiz	v aː ɡ ə	vaːɡə	German	Waage	110
401	*wēgiz	ʋ aː x	ʋaːx	Dutch	waag	110
#
1042	*wējanan	w eː j a n	weːjanan	Proto-Germanic	*wējanan	286
1043	*wējanan	v eːə n	veːən	German	wehen	286
1044	*wējanan	ʋ aː j ə	ʋaːjə	Dutch	waaien	286
#
673	*wēpnan	w eː p n	weːpnan	Proto-Germanic	*wēpnan	185
674	*wēpnan	v a f ə	vafə	German	Waffe	185
675	*wēpnan	ʋ ɛ p ə n	ʋɛpən	English	weapon	185
676	*wēpnan	ʋ aː p ə	ʋaːpə	Dutch	wapen	185
#
1	*wīban	w iː b	wiːban	Proto-Germanic	*wīban	1
2	*wīban	v ai p	vaip	German	Weib	1
3	*wīban	ʋ aɪ f	ʋaɪf	English	wife	1
4	*wīban	ʋ ɛɪ f	ʋɛɪf	Dutch	wijf	1
#
1288	*wīgjanan	w iː g j a n	wiːgjanan	Proto-Germanic	*wīgjanan	354
1289	*wīgjanan	v aiə n	vaiən	German	weihen	354
1290	*wīgjanan	ʋ ɛɪ d ə	ʋɛɪdə	Dutch	wijden	354
#
805	*wīsjanan	w iː s j a n	wiːsjanan	Proto-Germanic	*wīsjanan	221
806	*wīsjanan	v ai z ə n	vaizən	German	weisen	221
807	*wīsjanan	ʋ ɛɪ z ə	ʋɛɪzə	Dutch	wijzen	221
#
967	*xabrōn	x a b r oː n	xabroːn	Proto-Germanic	*xabrōn	266
968	*xabrōn	h aː f ə r	haːfər	German	Hafer	266
969	*xabrōn	h aː v ə r	haːvər	Dutch	haver	266
#
1794	*xabukaz	x a b u k a z	xabukaz	Proto-Germanic	*xabukaz	492
1795	*xabukaz	h aː b ɪ x t	haːbɪxt	German	Habicht	492
1796	*xabukaz	h ɔː k	hɔːk	English	hawk	492
1797	*xabukaz	h aː v ɪ k	haːvɪk	Dutch	havik	492
#
1334	*xabēnan	x a b eː n	xabeːnan	Proto-Germanic	*xabēnan	366
1335	*xabēnan	h aː b ə n	haːbən	German	haben	366
1336	*xabēnan	h æ v	hæv	English	have	366
1337	*xabēnan	h ɛ b ə	hɛbə	Dutch	hebben	366
#
61	*xaftjan	x a f t j	xaftjan	Proto-Germanic	*xaftjan	18
62	*xaftjan	h ɛ f t	hɛft	German	Heft	18
63	*xaftjan	h ɛ x t	hɛxt	Dutch	hecht	18
#
383	*xagjaz	x a g j a z	xagjaz	Proto-Germanic	*xagjaz	106
384	*xagjaz	h ɛ k ə	hɛkə	German	Hecke	106
